cmc_rank,name,symbol,market_pair_count,circulating_supply,total_supply,max_supply,is_active,last_updated,date_added,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,fully_dillutted_market_cap,market_cap_by_total_supply,dominance,ytd_price_change_percentage
6499,Cremation Coin,USD,2,0.0,1000000000000.0,1000000000000.0,True,2023-09-04 15:00:00+00:00,2023-04-18 14:17:07+00:00,1.0607222328982705e-07,27.386929,0.0,-0.49540252,-0.7891825,-10.94157376,-33.83807123,-53.42568746,-59.28692873,106072.22,106072.22328982704,0.0,0.0
6500,Cryptolic,USD,1,0.0,1000000000000000.0,1000000000000000.0,True,2023-09-04 15:00:00+00:00,2022-10-27 05:29:12+00:00,3.53900405424312e-10,27.3219901,0.0,-0.20510933,0.68293599,-27.35474014,-39.0068597,-54.16902534,-49.63083488,353900.41,353900.405424312,0.0,0.0
6501,Hush.cash,USD,2,0.0,1000000.0,1000000.0,True,2023-09-04 15:00:00+00:00,2023-04-24 02:00:34+00:00,0.0048259773901091,27.1588201,0.0,-0.20395837,-0.21576716,1.11608547,3.47043211,61.96297468,136.08594991,4825.98,4825.977390109198,0.0,0.0
6502,BankSocial,USD,7,0.0,10000000000000.0,20000000000.0,True,2023-09-04 15:00:00+00:00,2021-05-26 04:00:18+00:00,0.0002541271647653,27.041218,0.0,-0.03227251,-0.06583932,0.15460528,0.15980779,176.64348786,101.54890118,5082543.3,2541271647.6537766,0.0,58.1541
6503,DeFiHorse,USD,3,0.0,668000000.0,668000000.0,True,2023-09-04 15:00:00+00:00,2021-12-02 09:59:04+00:00,0.0003071200567244,26.97952539,0.0,-0.12367541,0.07919322,-4.2482388,-13.26474053,-14.1930378,-33.36313867,205156.2,205156.1978919572,0.0,-65.9524
6505,Maneki,USD,5,0.0,30000000.0,0.0,True,2023-09-04 15:00:00+00:00,2023-03-09 21:06:38+00:00,0.0038361176232692,26.75430192,0.0,-0.60159272,2.63044483,4.24070702,-32.43326619,-54.2114147,-59.07426827,115083.53,115083.52869807792,0.0,0.0
6506,StarterCoin,USD,1,0.0,342007188.93050826,342007189.0,True,2023-09-04 15:00:00+00:00,2018-03-08 00:00:00+00:00,2.3837881320786623e-05,26.74311087,0.0,-0.53248028,-2.24138342,1.19532996,-20.69022938,7.79194918,5.58259976,8152.73,8152.726780581304,0.0,13.7108
6507,Baby Doge 2.0,USD,2,0.0,10000000000.0,10000000000.0,True,2023-09-04 15:00:00+00:00,2023-07-18 13:32:33+00:00,1.268910423408259e-06,26.34924219,0.0,-0.25660466,-0.99404284,-1.29358119,-42.39860059,-98.41488,-98.41488,12689.1,12689.10423408259,0.0,0.0
6508,SwirlToken,USD,3,0.0,870000000.0,870000000.0,True,2023-09-04 15:00:00+00:00,2023-02-21 19:31:00+00:00,9.890135695998462e-07,26.11569322,0.0,-0.20510933,42.09022103,-87.74141175,-75.70863067,-96.61710015,-98.25320128,860.44,860.4418055518662,0.0,0.0
6509,Fat Tony,USD,1,0.0,100000000000000.0,100000000000000.0,True,2023-09-04 15:00:00+00:00,2023-06-26 05:34:17+00:00,6.4768405896091e-11,25.86800221,0.0,-0.20510933,-0.48177234,-3.96355459,-15.95449131,-35.07372755,-90.05409593,6476.84,6476.8405896091,0.0,0.0
6511,IOEX,USD,1,0.0,200000000.0,inf,True,2023-09-04 15:00:00+00:00,2019-08-25 00:00:00+00:00,0.0044252092924372,25.68613082,0.0,-0.03227251,10.14563127,-4.33090164,-15.46679426,-16.63858605,-32.19295475,885041.86,885041.858487454,0.0,92.4597
6512,Olive Cash,USD,13,0.0,6408076.0,21000000.0,True,2023-09-04 15:00:00+00:00,2021-06-28 00:00:00+00:00,0.0006654025150611,25.66561102,0.0,-0.20510933,-0.31320337,-1.60168213,-0.16842313,-11.86907671,-39.57325778,13973.45,4263.949887103185,0.0,-64.0803
6513,Swaperry,USD,4,0.0,200000000.0,200000000.0,True,2023-09-04 15:00:00+00:00,2021-05-30 00:00:00+00:00,0.0012075591874358,25.44559298,0.0,0.16065759,-0.06707316,0.51746561,-8.34319548,-8.78438781,-18.86945468,241511.84,241511.8374871668,0.0,13.5933
6515,Era7: Game of Truth,USD,7,0.0,0.0,inf,True,2023-09-04 15:00:00+00:00,2022-05-09 07:49:12+00:00,0.0003541097773741,25.42141851,0.0,-0.54706703,-1.65677496,-6.4365847,-26.09960078,-46.78913244,-55.84079519,0.0,0.0,0.0,-95.3938
6516,Angry Pepe,USD,2,0.0,35759000000.0,42069000000.0,True,2023-09-04 15:00:00+00:00,2023-05-02 10:00:00+00:00,6.450369000415768e-07,25.01560037,0.0,-0.25660466,0.29908013,0.33617114,-21.77512384,-50.2799609,-61.81489373,27136.06,23065.874508586745,0.0,0.0
6517,NGMI Coin,USD,3,0.0,416894334184786.0,420690000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-20 08:23:51+00:00,3.0258170970527004e-11,24.98207884,0.0,0.20025795,-93.42147948,7.36384253,1.19918399,-38.3554569,-97.97776045,12729.31,12614.460040407272,0.0,0.0
6521,Betterment Digital,USD,6,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-08-07 15:54:28+00:00,7.187091667635863e-06,24.73756971,0.0,-0.03227251,5.23879664,10.45958597,125.52116756,139.50372574,-81.05362288,7187.09,7187.091667635863,0.0,-98.222
6522,Optimus,USD,8,0.0,2003000000000000.0,2003000000000000.0,True,2023-09-04 15:00:00+00:00,2022-07-10 09:39:27+00:00,7.1015606527599e-11,24.69311796,0.0,-0.20510933,0.51710764,-3.51627892,-11.73054857,-38.77731692,-45.42160469,142244.26,142244.2598747808,0.0,9.3743
6523,CATO,USD,5,0.0,300000000.0,290000000.0,True,2023-09-04 15:00:00+00:00,2021-08-29 14:55:06+00:00,0.0008506956186433,24.63671949,0.0,-0.03059377,-0.57569803,-14.77331082,-31.67960856,-18.02112596,-21.33917976,246701.73,255208.6855930163,0.0,204.9675
6524,Joey Inu,USD,2,0.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2023-05-22 15:52:16+00:00,2.9752395096889778e-05,24.54958903,0.0,-0.20510933,-2.33646576,-14.09203729,-79.31935413,-89.9431526,-97.84256079,2975.24,2975.2395096889777,0.0,0.0
6527,UMI,USD,7,0.0,586141472.0,586141472.0,True,2023-09-04 15:00:00+00:00,2021-05-07 00:00:00+00:00,0.0024370138366754,24.36812656,0.0,-14.30333346,-28.40019548,-28.34817419,-33.65790599,12.16395374,-57.99735402,1428434.88,1428434.8775132953,0.0,-73.5083
6529,WAIFU,USD,2,0.0,88333651.0,3000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-01 13:03:40+00:00,2.8582871712986363e-05,24.21894935,0.0,0.71073576,0.49086501,4.16482339,-58.65677788,13.92150427,-27.86180025,85748.62,2524.8294144727097,0.0,0.0
6530,Meta Utopia,USD,8,0.0,1666023.29,2100000.0,True,2023-09-04 15:00:00+00:00,2022-03-24 08:31:41+00:00,0.2248075309341097,24.15783468,0.0,-0.09139212,-1.0419844,-5.31002909,-71.41799397,-94.90508438,-92.64480754,472095.81,374534.58230362233,0.0,-97.2319
6531,Axion,USD,25,0.0,86862269571.81798,inf,True,2023-09-04 15:00:00+00:00,2020-11-15 00:00:00+00:00,3.011277334105804e-06,24.14243734,0.0,0.03288,-0.06287607,-3.78028166,-14.326078,-40.15946095,-26.51263446,261566.38,261566.38355060376,0.0,-68.1935
6532,Arbalest,USD,1,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-06-27 07:49:52+00:00,0.0010432232967534,24.07192941,0.0,-0.03793536,-0.00399277,-0.02834912,-0.12296196,-0.80979137,-0.89501132,1043223.3,1043223.2967534984,0.0,0.0
6533,CATCEO,USD,3,0.0,4.2e+17,4.2e+17,True,2023-09-04 15:00:00+00:00,2023-03-04 16:06:57+00:00,1.63016968389e-13,23.79572362,0.0,-0.20511017,0.3290255,-1.07808302,-21.12687971,-19.09761624,-40.69037355,68467.13,68467.12672338,0.0,0.0
6534,Layer2DAO,USD,29,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-07-21 16:16:56+00:00,0.0010530132318703,23.75549798,0.0,-0.4883368,-0.54449706,-1.07819189,-9.57301616,-13.77915912,-11.85222207,1053013.23,1053013.231870364,0.0,-68.1797
6535,MoonLift Capital,USD,7,0.0,87500000000.0,87500000000.0,True,2023-09-04 15:00:00+00:00,2021-06-23 00:00:00+00:00,2.963664429745417e-07,23.75075613,0.0,-0.04286889,-0.93694598,-5.26381197,14.09864581,-25.92879997,-70.36871074,25932.06,25932.0637602724,0.0,-83.743
6536,3xcalibur,USD,18,0.0,17037000.0,27000000.0,True,2023-09-04 15:00:00+00:00,2022-11-09 04:23:52+00:00,0.0024498186984394,23.56384893,0.0,-0.3596992,-0.17589483,-1.70389629,-90.87284211,-93.05782217,-96.49373743,66145.1,41737.56116531336,0.0,-97.2462
6539,SCOOBY,USD,2,0.0,420690000000000.0,420690000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-10 05:01:57+00:00,9.815114085147001e-11,23.14017844,0.0,-0.25660466,-0.06435177,-2.47322473,-17.08752512,26.61538079,6.9023888,41291.2,41291.20344480492,0.0,0.0
6541,Mr. Hankey,USD,1,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-07-19 16:55:46+00:00,0.0001940866328388,23.09340253,0.0,-0.25660466,-0.20831061,0.15932486,-25.66679813,-71.38195408,-71.38195408,194086.63,194086.6328388828,0.0,0.0
6542,YTOFU,USD,1,0.0,100000.0,100000.0,True,2023-09-04 15:00:00+00:00,2023-07-08 17:21:36+00:00,0.345486280054036,23.06561671,0.0,-0.20510933,-4.86915042,-12.27287548,-43.13899068,-48.69392349,-48.69392349,34548.63,34548.6280054036,0.0,0.0
6543,CRYPTOFRUITS,USD,4,0.0,0.0,0.0,True,2023-09-04 15:00:00+00:00,2023-04-19 09:32:38+00:00,0.0001778688240776,23.03087494,0.0,-0.21491723,-0.83863485,-1.99370837,-31.15736776,-54.91686054,-65.99411846,0.0,0.0,0.0,0.0
6544,Baby Saitama Inu,USD,6,0.0,0.0,1e+17,True,2023-09-04 15:00:00+00:00,2021-08-18 00:00:00+00:00,5.750351051902e-12,22.87648408,0.0,-0.25660463,-1.2951376,60.12648485,117.92002464,37.7591362,9.30676236,575035.11,0.0,0.0,-16.6359
6545,Anoncoin,USD,1,0.0,2110316.862,inf,True,2023-09-04 15:00:00+00:00,2013-07-15 00:00:00+00:00,0.0325831993707298,22.82271768,0.0,-0.12636533,-1.82927266,-5.5202444,13.24742051,58.87563308,331.89695238,68760.88,68760.8750499589,0.0,653.8008
6547,MONK,USD,4,0.0,460315798.29764366,inf,True,2023-09-04 15:00:00+00:00,2017-11-25 00:00:00+00:00,0.0005622783308541,22.59729818,0.0,-0.13136094,2.34323801,-2.82092172,-38.71542604,-39.98677206,-20.29085999,258825.6,258825.598732586,0.0,-69.081
6548,Multiverse Capital,USD,9,0.0,1000000000000.0,1000000000000.0,True,2023-09-04 15:00:00+00:00,2021-12-02 08:53:37+00:00,8.974050783618155e-08,22.59181896,0.0,-6.40431783,-5.33317748,-11.64145706,-31.86161347,-35.13997976,-36.80920012,89740.51,89740.50783618154,0.0,9.6822
6549,GOLDCAT,USD,1,0.0,100000000000000.0,100000000000000.0,True,2023-09-04 15:00:00+00:00,2023-07-04 21:32:55+00:00,2.08882441093103e-10,22.41559075,0.0,-0.20510933,0.43763853,-4.44834667,-33.2355595,-94.8685303,-93.36081572,20888.24,20888.2441093103,0.0,0.0
6550,Flokinomics 2.0,USD,1,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-07-29 18:22:59+00:00,1.1039575668955671e-05,22.40697346,0.0,-0.25660466,-2.15528239,-6.86181869,-64.28493349,-91.63119343,-91.63119343,11039.58,11039.575668955673,0.0,0.0
6551,DYOR Token,USD,4,0.0,100000000000.0,100000000000.0,True,2023-09-04 15:00:00+00:00,2021-11-07 08:36:43+00:00,1.190651666588818e-06,22.31512701,0.0,-0.20510933,0.32996383,-0.47252207,-8.57056317,-21.21652334,-42.42106762,119065.17,119065.1666588818,0.0,-54.4217
6552,OSEAN,USD,2,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-06-26 09:09:50+00:00,9.519844554312342e-05,22.30208489,0.0,-0.20510933,0.23324445,1.37300398,-39.75517299,-43.9662488,48.05444024,95198.45,95198.44554312342,0.0,0.0
6553,Pocoland,USD,7,0.0,180000000.0,180000000.0,True,2023-09-04 15:00:00+00:00,2021-09-06 13:49:56+00:00,0.0004496479443199,22.30096172,0.0,-0.20510933,-0.08067357,-20.13535189,-36.99254524,-28.76188912,-39.45954499,80936.63,80936.62997758556,0.0,-73.4259
6554,Wagerr,USD,15,0.0,261649558.2081689,inf,True,2023-09-04 15:00:00+00:00,2017-07-05 00:00:00+00:00,0.0027470740739615,22.03072239,0.0,-0.48087345,-0.1582741,-5.0138888,-2.66078021,-15.98222177,-8.92559771,718770.72,718770.7178171544,0.0,-41.472
6555,India Coin,USD,4,0.0,10000000000000.0,10000000000000.0,True,2023-09-04 15:00:00+00:00,2021-11-26 09:29:05+00:00,2.2800269136198774e-08,21.89986099,0.0,-0.20510933,0.29630625,-0.61041899,-12.28888078,-10.22101568,-71.66374279,228002.69,228002.69136198773,0.0,-85.0669
6556,PEPE DAO,USD,4,0.0,100000000000.0,100000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-09 20:15:21+00:00,3.5162880402713207e-06,21.89533015,0.0,-0.20510933,0.45303944,-1.65451851,-11.65323463,-12.04235298,-27.4511546,351628.8,351628.80402713205,0.0,0.0
6557,ELON CGI,USD,1,0.0,2.1e+17,2.1e+17,True,2023-09-04 15:00:00+00:00,2023-05-24 16:29:04+00:00,8.863604621e-15,21.86730582,0.0,-0.20508611,22.15114427,43.61155459,33.75997315,27.32850497,118.73615554,1861.36,1861.35697041,0.0,0.0
6558,Beauty Bakery Linked Operation Transaction Technology,USD,2,0.0,5000000000.0,5000000000.0,True,2023-09-04 15:00:00+00:00,2022-10-09 09:47:39+00:00,0.0147580280084806,21.80377661,0.0,-0.03227251,0.05764116,-8.33765487,-11.83246309,51.5869976,-1.89254398,73790140.04,73790140.04240325,0.0,-64.9595
6559,Crypto Village Accelerator,USD,8,0.0,4000000000.0,2000000000000.0,True,2023-09-04 15:00:00+00:00,2021-07-15 00:00:00+00:00,9.99595503148243e-10,21.7118917,0.0,-0.03227251,-0.03046161,0.01278229,-89.99426252,-90.00679865,-63.09120775,1999.19,3.998382012592972,0.0,-98.99
6560,PDDOLLAR,USD,12,0.0,262564.04700156,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-04-11 05:12:45+00:00,1.19292505515e-13,21.60447683,0.0,-0.31200583,17.2075934,10.14541356,-9.87120026,13.3268229,10.83426608,0.0,3.132192302497432e-08,0.0,-87.2705
6561,CakeWSwap,USD,8,0.0,1000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2022-10-14 07:19:44+00:00,4.195051644414874e-05,21.54066935,0.0,-0.20510933,-42.98211349,-42.27430925,-35.73735913,-41.44801148,94.73794493,4195.05,41.95051644414874,0.0,-60.9803
6562,XDOGECOIN,USD,1,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-08-09 09:15:25+00:00,1.2461697009549397e-05,21.52290328,0.0,-0.20510933,-0.09738359,-5.97421449,-72.79266327,-72.79266327,-72.79266327,12461.7,12461.697009549394,0.0,0.0
6564,Racearth,USD,1,0.0,800000000.0,800000000.0,True,2023-09-04 15:00:00+00:00,2022-12-07 23:52:29+00:00,5.913857407455132e-05,21.47290308,0.0,-0.20510933,0.44804875,-18.39006903,-38.557351,-77.03456646,-82.90920951,47310.86,47310.85925964105,0.0,0.0
6565,Solareum Wallet,USD,3,0.0,975000000.0,975000000.0,True,2023-09-04 15:00:00+00:00,2021-10-11 09:25:56+00:00,3.874030296536262e-05,21.45862832,0.0,-0.24927406,1.28238388,-2.87161074,-17.34419102,6.36558176,-9.88911858,37771.8,37771.79539122855,0.0,-95.9627
6566,WOLF PUPS,USD,2,0.0,250000000000.0,250000000000.0,True,2023-09-04 15:00:00+00:00,2021-11-24 04:39:33+00:00,8.231994901595585e-06,21.45198798,0.0,-0.20510933,-0.12135151,-0.11358048,-14.30204262,-29.29873485,-44.69329075,2057998.73,2057998.7253988965,0.0,-5.6693
6567,LaserEyes,USD,4,0.0,402500000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-01-14 10:07:41+00:00,0.0006382191275883,21.37129244,0.0,0.31460636,0.31460636,-0.60003042,-19.66977938,-23.10700787,-35.43541479,638219.13,256883.19885431943,0.0,-64.0853
6568,BIZVERSE,USD,6,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-12-04 15:08:20+00:00,0.0014311639774692,21.33522121,0.0,-0.04892298,10.10053701,10.14816328,-17.76240389,-22.46821264,-24.73772007,1431163.98,1431163.9774692052,0.0,-92.1504
6570,CEO DOGE,USD,1,0.0,4.2e+17,4.2e+17,True,2023-09-04 15:00:00+00:00,2023-04-18 15:58:42+00:00,2.5138298018000002e-14,21.07409112,0.0,-0.20508958,-0.8955954,3.2065499,-16.2698106,-33.23629361,-45.88386412,10558.09,10558.08516756,0.0,0.0
6573,Rabbit Finance,USD,16,0.0,0.0,203000000.0,True,2023-09-04 15:00:00+00:00,2021-05-31 00:00:00+00:00,0.0006015898939949,20.81725479,0.0,0.21340096,0.17959981,-7.41210194,-18.28731585,-42.48313748,-45.64938063,122122.75,0.0,0.0,-78.0082
6576,MarketMove,USD,11,0.0,1000000000000.0,1000000000000.0,True,2023-09-04 15:00:00+00:00,2021-09-03 17:01:35+00:00,2.457590404670337e-06,20.68069849,0.0,-0.20510159,0.51456607,21.12803734,-17.01873872,-19.68619549,-34.96571664,2457590.4,2457590.404670337,0.0,-71.0769
6578,Qubit,USD,19,0.0,0.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-08-26 07:59:41+00:00,5.379413243079452e-05,20.48427183,0.0,-0.20510933,0.04566339,-4.06985228,-16.80591634,-18.44139038,-25.70045183,53794.13,0.0,0.0,-36.4979
6579,GENZ Token,USD,4,0.0,333333333.0,333333333.0,True,2023-09-04 15:00:00+00:00,2022-11-04 08:06:18+00:00,0.0002556891179568,20.28724873,0.0,-0.57829275,-0.95714515,-19.56748507,-38.72072679,-62.64348446,-55.17908972,85229.71,85229.70590037636,0.0,-97.4081
6580,Dogelana,USD,2,0.0,13500000000.0,15000000000.0,True,2023-09-04 15:00:00+00:00,2022-01-14 03:56:19+00:00,1.4843994694249478e-06,20.12411974,0.0,-0.02324726,0.21961557,2.17684729,-51.20616935,-62.64741985,-67.97051474,22265.99,20039.392837236795,0.0,-67.6717
6581,Smile Coin,USD,11,0.0,10000000000.0,10000000000.0,True,2023-09-04 15:00:00+00:00,2021-10-06 08:17:37+00:00,3.624080826334557e-06,20.0594648,0.0,0.1038378,-0.41941711,3.54248851,-47.56608112,-61.85420733,-78.77273558,36240.81,36240.80826334557,0.0,-87.395
6584,BlockChainGames,USD,3,0.0,1.0,1.0,True,2023-09-04 15:00:00+00:00,2023-04-21 03:08:07+00:00,0.0002563998226276,19.73460573,0.0,-0.16678469,7.20127191,-8.14125337,31.68329699,13.94724871,-14.05268388,0.0,0.0002563998226276,0.0,0.0
6585,Dextoken,USD,5,0.0,20000.0,200000.0,True,2023-09-04 15:00:00+00:00,2020-08-24 00:00:00+00:00,9.778132122190238,19.73377751,0.0,-0.22012072,-0.40812753,-1.25128284,-11.14888181,-13.24956753,-11.28613931,1955626.42,195562.6424438048,0.0,35.6983
6587,ShibLa,USD,3,0.0,1000000000000000.0,1000000000000000.0,True,2023-09-04 15:00:00+00:00,2023-04-10 15:19:16+00:00,2.43901302768171e-10,19.56096163,0.0,8.89341745,306.54278944,61.6100588,62.75999627,9.67701563,-15.56437089,243901.3,243901.302768171,0.0,0.0
6588,Omni Consumer Protocols,USD,3,0.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-10-28 07:55:07+00:00,0.0076894360769045,19.539498,0.0,-0.04190718,-0.01998913,-0.15598914,-3.00130375,-2.8725211,-5.02610346,768943.61,768943.6076904552,0.0,-4.4834
6589,Terracoin,USD,2,0.0,22935396.430361,42000000.0,True,2023-09-04 15:00:00+00:00,2013-04-28 00:00:00+00:00,0.0108554314777264,19.51672927,0.0,-0.32560053,3.52756577,2.13981386,-7.31449263,-23.41888004,56.28605925,455928.12,248973.6243642746,0.0,-24.6858
6590,PirateCash,USD,16,0.0,51707045.0,105000000.0,True,2023-09-04 15:00:00+00:00,2020-08-19 00:00:00+00:00,0.0093094855344942,19.47782191,0.0,-0.12636533,-2.96638533,-4.95739831,-23.73132905,-16.82867242,-15.11113617,977495.98,481365.9874589421,0.0,56.8187
6591,TigerCEO,USD,1,0.0,0.0,4.2e+17,True,2023-09-04 15:00:00+00:00,2023-04-24 05:29:36+00:00,8.3229058001e-14,19.37170593,0.0,-0.20511002,-0.1465869,-3.04476661,-19.39470871,-25.18163368,-42.47781798,34956.2,0.0,0.0,0.0
6592,Pepe Inu,USD,3,0.0,1000000000000.0,1000000000000.0,True,2023-09-04 15:00:00+00:00,2023-07-10 15:58:03+00:00,2.8087258148705096e-08,19.30133225,0.0,-0.25660466,-0.7965494,-38.47049508,-22.98021271,-97.27980103,-97.27980103,28087.26,28087.258148705096,0.0,0.0
6594,WifeDoge,USD,7,0.0,7.47e+17,7.47e+17,True,2023-09-04 15:00:00+00:00,2021-08-30 10:07:13+00:00,1.155191993204e-12,19.14314286,0.0,-0.20510936,0.41297759,-1.83953133,-5.7194615,11.99502499,-26.08798207,862928.42,862928.418923388,0.0,-49.4526
6596,CoinCollect,USD,5,0.0,301032607.0,500000000.0,True,2023-09-04 15:00:00+00:00,2023-05-25 04:58:55+00:00,0.0014938466603418,19.08417173,0.0,-0.31051962,0.65063315,-1.09649617,-14.86847974,-15.35895495,-15.08285687,746923.33,449696.55462095846,0.0,0.0
6597,ColaFactory,USD,4,0.0,0.0,inf,True,2023-09-04 15:00:00+00:00,2023-07-11 12:35:55+00:00,0.0022188683733754,18.99782661,0.0,-0.01259037,-1.46213587,-4.4381523,-16.43585099,-99.88732728,-99.88732728,0.0,0.0,0.0,0.0
6599,Power Crypto World,USD,2,0.0,1000000000000.0,1000000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-23 04:16:11+00:00,8.745390691923484e-08,18.95967823,0.0,-0.20510933,0.90272172,-81.97224476,-79.06815857,-69.60497035,120.57003459,87453.91,87453.90691923483,0.0,0.0
6601,Shrike,USD,2,0.0,3848700.0,3848700.0,True,2023-09-04 15:00:00+00:00,2023-07-11 10:07:23+00:00,0.02089139634302,18.77604194,0.0,0.10151313,0.09937121,-1.87343328,-46.7438053,-80.14542076,-80.14542076,80404.72,80404.71710538134,0.0,0.0
6603,Red Floki CEO,USD,1,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-04-25 17:41:45+00:00,0.0001899879815697,18.68544876,0.0,-0.20510933,0.43926386,-0.87954676,-11.93948664,-11.15876885,-25.10107269,189987.98,189987.9815697211,0.0,0.0
6604,Zeedex,USD,5,0.0,10000000.0,10000000.0,True,2023-09-04 15:00:00+00:00,2020-09-10 00:00:00+00:00,0.0233266713863764,18.50830949,0.0,-0.07558326,-0.14127198,-0.46559025,-5.36287587,0.26960423,171.71968434,233266.71,233266.7138637648,0.0,-37.464
6607,ELON BUYS TWITTER,USD,7,0.0,999999999999.0,999999999999.0,True,2023-09-04 15:00:00+00:00,2022-04-21 15:44:04+00:00,3.831322550785822e-08,18.22183097,0.0,-0.20510933,5.72393165,-22.32881237,-39.78762209,-68.09153026,-75.20347102,38313.23,38313.22550781991,0.0,-86.4305
6609,Cats Coin,USD,2,0.0,1000000000000000.0,1000000000000000.0,True,2023-09-04 15:00:00+00:00,2023-02-19 16:23:15+00:00,1.2021251352569e-11,18.16543148,0.0,-0.20510935,0.54986311,-82.56861871,-13.40907207,-11.59921716,-82.32488348,12021.25,12021.251352569,0.0,0.0
6610,FLOKI 2.0,USD,2,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-06-30 05:25:49+00:00,9.345766126915134e-06,18.00031979,0.0,-0.25660466,0.12282656,-9.1545252,-30.61906996,-88.12499596,-96.55643726,9345.77,9345.766126915134,0.0,0.0
6613,WOOP,USD,3,0.0,0.0,inf,True,2023-09-04 15:00:00+00:00,2022-04-10 18:26:17+00:00,0.0003848262442573,17.70279228,0.0,-0.13598347,0.126402,20.13501595,-18.78040538,-18.57322354,-11.42884155,0.0,0.0,0.0,-68.1085
6614,MetaBomb,USD,4,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-04-04 06:42:09+00:00,0.0001019002427044,17.58958755,0.0,-0.04190718,-0.18148958,-4.11700335,-21.584146,-39.93608459,-50.74452466,101900.24,101900.24270446227,0.0,-71.1847
6617,Elon Musk CEO,USD,2,0.0,4.2e+17,4.2e+17,True,2023-09-04 15:00:00+00:00,2023-04-10 01:32:21+00:00,5.4730909375e-14,17.1091031,0.0,-0.20511242,0.94729778,-3.81587967,-14.65944903,-22.30363913,-34.50493003,22986.98,22986.9819375,0.0,0.0
6619,Crypto ARC,USD,7,0.0,300000000.0,700000000.0,True,2023-09-04 15:00:00+00:00,2022-11-02 05:15:15+00:00,0.0111954696352603,17.01752501,0.0,-0.03227251,-0.03046161,0.01278229,0.05737476,0.83230193,-13.89656362,7836828.74,3358640.8905780944,0.0,-91.4604
6620,Orbit Bridge Klaytn Handy,USD,2,0.0,0.0,inf,True,2023-09-04 15:00:00+00:00,2022-12-13 09:13:52+00:00,0.0005120429045737,16.85050752,0.0,-0.19759856,-1.09811302,8.79190819,-15.4528113,-28.43284757,-37.04125101,0.0,0.0,0.0,-77.7329
6622,Metropoly,USD,2,0.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-04 12:09:54+00:00,0.0169631356884256,16.83475843,0.0,-0.03227251,8.91239416,36.94318839,13.60389395,-3.48239097,-54.02269836,16963135.69,16963135.68842567,0.0,0.0
6623,VicMove,USD,15,0.0,45399987.0,50000000.0,True,2023-09-04 15:00:00+00:00,2022-04-22 10:14:47+00:00,0.0020268492230205,16.72353242,0.0,-0.20510933,0.35558511,-1.7882021,-16.84928691,-33.6938654,-49.46674103,101342.46,92018.928376091,0.0,-71.7145
6625,BecoSwap Token,USD,13,0.0,0.0,inf,True,2023-09-04 15:00:00+00:00,2021-10-29 10:35:37+00:00,0.000260289883631,16.66687334,0.0,-1.04199183,-1.04288827,2.93105347,0.17813869,8.65430435,0.59807823,0.0,0.0,0.0,-20.7263
6627,Octus Bridge,USD,1,0.0,13984347.0,14000000.0,True,2023-09-04 15:00:00+00:00,2022-04-21 04:34:24+00:00,0.5554777108491492,16.52439494,0.0,-0.00377532,1.08636776,-6.12740796,-19.33518851,-27.22396038,-21.18435019,7776687.95,7767993.059280167,0.0,8.2445
6628,Daddy Doge,USD,11,0.0,0.0,1000000000000000.0,True,2023-09-04 15:00:00+00:00,2021-07-14 00:00:00+00:00,1.822927863240574e-09,16.50630778,0.0,-0.20510933,0.48503311,-1.44764131,-11.01936187,-9.16914304,-23.22882127,1822927.86,0.0,0.0,-15.3613
